Hours	celsius	Unit	Luminosity
6384	65	33	0.5712
6384	65	34	0.6036
6384	65	35	0.5628
6384	65	36	0.5825
6384	65	37	0.689
6384	65	38	0.5921
6384	65	39	0.5778
6384	65	40	0.7671
6384	65	41	0.5957
6384	65	42	0.7112
6384	65	43	0.7303
6384	65	44	0.7058
6384	65	45	0.5536
6384	65	46	0.674
6384	65	47	0.5834
6384	65	48	0.8271
6384	65	49	0.6164
6384	65	50	0.6037
6720	65	26	0.6873
6720	65	27	0.7953
6720	65	28	0.5903
6720	65	29	0.6432
6720	65	30	0.6284
6720	65	31	0.6991
6720	65	32	0.5579
6720	65	33	0.5604
6720	65	34	0.5822
6720	65	35	0.5522
6720	65	36	0.5748
6720	65	37	0.6933
6720	65	38	0.5797
6720	65	39	0.5749
6720	65	40	0.7522
6720	65	41	0.5959
6720	65	42	0.7159
6720	65	43	0.7241
6720	65	44	0.7402
6720	65	45	0.5425
6720	65	46	0.6439
6720	65	47	0.5133
6720	65	48	0.8066
6720	65	49	0.5768
6720	65	50	0.5941
7056	65	26	0.6841
7056	65	27	0.7665
7056	65	28	0.6024
7056	65	29	0.6116
7056	65	30	0.6058
7056	65	31	0.6514
7056	65	32	0.5615
7056	65	33	0.5776
7056	65	34	0.5926
7056	65	35	0.5569
7056	65	36	0.5791
7056	65	37	0.6551
7056	65	38	0.5742
7056	65	39	0.5506
7056	65	40	0.7492
7056	65	41	0.5931
7056	65	42	0.7131
7056	65	43	0.7266
7056	65	44	0.73
7056	65	45	0.5367
7056	65	46	0.6474
7056	65	47	0.5724
7056	65	48	0.7816
7056	65	49	0.5949
7056	65	50	0.6069
7392	65	26	0.6402
7392	65	27	0.7694
7392	65	28	0.6039
7392	65	29	0.6314
7392	65	30	0.5864
7392	65	31	0.6647
7392	65	32	0.5564
7392	65	33	0.5537
7392	65	34	0.5565
7392	65	35	0.5149
7392	65	36	0.5697
7392	65	37	0.6678
7392	65	38	0.6188
7392	65	39	0.5814
7392	65	40	0.6954
7392	65	41	0.5875
7392	65	42	0.7044
7392	65	43	0.7006
7392	65	44	0.6755
7392	65	45	0.5196
7392	65	46	0.6231
7392	65	47	0.5622
7392	65	48	0.8116
7392	65	49	0.5992
7392	65	50	0.576
7728	65	26	0.632
7728	65	27	0.7883
7728	65	28	0.588
7728	65	29	0.6283
7728	65	30	0.5902
7728	65	31	0.6346
7728	65	32	0.5388
7728	65	33	0.5072
7728	65	34	0.5801
7728	65	35	0.563
7728	65	36	0.5594
7728	65	37	0.6545
7728	65	38	0.599
7728	65	39	0.5499
7728	65	40	0.7259
7728	65	41	0.5757
7728	65	42	0.6975
7728	65	43	0.7192
7728	65	44	0.7324
7728	65	45	0.5405
7728	65	46	0.6197
7728	65	47	0.522
7728	65	48	0.8116
7728	65	49	0.5928
7728	65	50	0.5619
8064	65	26	0.651
8064	65	27	0.7481
8064	65	28	0.5608
8064	65	29	0.612
8064	65	30	0.5605
8064	65	31	0.6322
8064	65	32	0.533
8064	65	33	0.5384
8064	65	34	0.536
8064	65	35	0.5181
8064	65	36	0.5437
8064	65	37	0.6451
8064	65	38	0.5704
8064	65	39	0.5508
8064	65	40	0.724
8064	65	41	0.5574
8064	65	42	0.6985
8064	65	43	0.6688
8064	65	44	0.6821
8064	65	45	0.5271
8064	65	46	0.6195
8064	65	47	0.5357
8064	65	48	0.8196
8064	65	49	0.5832
8064	65	50	0.6068
8400	65	26	0.6302
8400	65	27	0.7405
8400	65	28	0.565
8400	65	29	0.6169
8400	65	30	0.5582
8400	65	31	0.6472
8400	65	32	0.5321
8400	65	33	0.5594
8400	65	34	0.5339
8400	65	35	0.5291
8400	65	36	0.5221
8400	65	37	0.6493
8400	65	38	0.55
8400	65	39	0.5244
8400	65	40	0.7231
8400	65	41	0.5571
8400	65	42	0.656
8400	65	43	0.7011
8400	65	44	0.6698
8400	65	45	0.5088
8400	65	46	0.6161
8400	65	47	0.5013
8400	65	48	0.7968
8400	65	49	0.5616
8400	65	50	0.5855
8736	65	26	0.6468
8736	65	27	0.7585
8736	65	28	0.5609
8736	65	29	0.6056
8736	65	30	0.5479
8736	65	31	0.6326
8736	65	32	0.5286
8736	65	33	0.5244
8736	65	34	0.553
8736	65	35	0.5307
8736	65	36	0.5545
8736	65	37	0.6496
8736	65	38	0.5836
8736	65	39	0.5398
8736	65	40	0.7063
8736	65	41	0.5662
8736	65	42	0.6546
8736	65	43	0.6771
8736	65	44	0.6984
8736	65	45	0.488
8736	65	46	0.5959
8736	65	47	0.5185
8736	65	48	0.7922
8736	65	49	0.5553
8736	65	50	0.5635
9072	65	26	0.6245
9072	65	27	0.7227
9072	65	28	0.5438
9072	65	29	0.6249
9072	65	30	0.5453
9072	65	31	0.6207
9072	65	32	0.5109
9072	65	33	0.4867
9072	65	34	0.5297
9072	65	35	0.4851
9072	65	36	0.5103
9072	65	37	0.6219
9072	65	38	0.5504
9072	65	39	0.5417
9072	65	40	0.714
9072	65	41	0.5641
9072	65	42	0.6585
9072	65	43	0.6888
9072	65	44	0.702
9072	65	45	0.5294
9072	65	46	0.5907
9072	65	47	0.5052
9072	65	48	0.8114
9072	65	49	0.593
9072	65	50	0.5563
9408	65	26	0.6312
9408	65	27	0.7514
9408	65	28	0.5628
9408	65	29	0.5763
9408	65	30	0.5608
9408	65	31	0.6364
9408	65	32	0.5181
9408	65	33	0.5078
9408	65	34	0.5169
9408	65	35	0.4901
9408	65	36	0.5098
9408	65	37	0.6388
9408	65	38	0.5407
9408	65	39	0.5265
9408	65	40	0.6615
9408	65	41	0.556
9408	65	42	0.6555
9408	65	43	0.6751
9408	65	44	0.684
9408	65	45	0.4964
9408	65	46	0.5807
9408	65	47	0.503
9408	65	48	0.7717
9408	65	49	0.5614
9408	65	50	0.5331
9744	65	26	0.6366
9744	65	27	0.7204
9744	65	28	0.5491
9744	65	29	0.5686
9744	65	30	0.5429
9744	65	31	0.578
9744	65	32	0.4956
9744	65	33	0.4765
9744	65	34	0.5325
9744	65	35	0.5048
9744	65	36	0.5487
9744	65	37	0.615
9744	65	38	0.5485
9744	65	39	0.498
9744	65	40	0.6967
9744	65	41	0.5488
9744	65	42	0.6388
9744	65	43	0.6727
9744	65	44	0.6913
9744	65	45	0.4773
9744	65	46	0.5649
9744	65	47	0.4773
9744	65	48	0.7727
9744	65	49	0.5404
9744	65	50	0.542
336	105	51	0.9104
336	105	52	0.7385
336	105	53	0.7912
336	105	54	0.8984
336	105	55	0.8754
336	105	56	0.8949
336	105	57	0.7856
336	105	58	0.8267
336	105	59	0.7953
336	105	60	0.8985
336	105	61	0.8844
336	105	62	0.9382
336	105	63	0.9029
336	105	64	0.8442
336	105	65	0.874
336	105	66	0.8505
336	105	67	0.9508
336	105	68	0.8493
336	105	69	0.6145
336	105	70	0.8559
336	105	71	0.9502
336	105	72	0.8971
336	105	73	0.8144
336	105	74	0.8649
336	105	75	0.794
672	105	51	0.8549
672	105	52	0.6122
672	105	53	0.7257
672	105	54	0.8616
672	105	55	0.8214
672	105	56	0.8067
672	105	57	0.7681
672	105	58	0.7318
672	105	59	0.7409
672	105	60	0.8275
672	105	61	0.8511
672	105	62	0.8322
672	105	63	0.8382
672	105	64	0.717
672	105	65	0.7895
672	105	66	0.794
672	105	67	0.8582
672	105	68	0.7966
672	105	69	0.5373
672	105	70	0.7804
672	105	71	0.8723
672	105	72	0.7984
672	105	73	0.7456
672	105	74	0.803
672	105	75	0.6921
1008	105	51	0.8196
1008	105	52	0.597
1008	105	53	0.6741
1008	105	54	0.8123
1008	105	55	0.7701
1008	105	56	0.7586
1008	105	57	0.7341
1008	105	58	0.6397
1008	105	59	0.6774
1008	105	60	0.7711
1008	105	61	0.8251
1008	105	62	0.8188
1008	105	63	0.8111
1008	105	64	0.6734
1008	105	65	0.7407
1008	105	66	0.7928
1008	105	67	0.8583
1008	105	68	0.7428
1008	105	69	0.4958
1008	105	70	0.7333
1008	105	71	0.8175
1008	105	72	0.7122
1008	105	73	0.6705
1008	105	74	0.789
1008	105	75	0.6009
1344	105	51	0.7986
1344	105	52	0.5503
1344	105	53	0.6302
1344	105	54	0.7894
1344	105	55	0.719
1344	105	56	0.7449
1344	105	57	0.6872
1344	105	58	0.5905
1344	105	59	0.6299
1344	105	60	0.7598
1344	105	61	0.7538
1344	105	62	0.7745
1344	105	63	0.8024
1344	105	64	0.5946
1344	105	65	0.7036
1344	105	66	0.707
1344	105	67	0.8001
1344	105	68	0.7163
1344	105	69	0.5025
1344	105	70	0.6581
1344	105	71	0.8097
1344	105	72	0.6745
1344	105	73	0.6525
1344	105	74	0.7529
1344	105	75	0.5858
1680	105	51	0.7731
1680	105	52	0.4778
1680	105	53	0.5822
1680	105	54	0.7334
1680	105	55	0.7423
1680	105	56	0.6984
1680	105	57	0.6364
1680	105	58	0.5557
1680	105	59	0.6014
1680	105	60	0.7352
1680	105	61	0.7633
1680	105	62	0.7398
1680	105	63	0.7742
1680	105	64	0.5535
1680	105	65	0.683
1680	105	66	0.6747
1680	105	67	0.7899
1680	105	68	0.6666
1680	105	69	0.4421
1680	105	70	0.6449
1680	105	71	0.784
1680	105	72	0.6723
1680	105	73	0.5796
1680	105	74	0.7178
1680	105	75	0.5901
2016	105	51	0.7795
2016	105	52	0.4806
2016	105	53	0.5711
2016	105	54	0.7381
2016	105	55	0.6691
2016	105	56	0.671
2016	105	57	0.646
2016	105	58	0.5136
2016	105	59	0.5775
2016	105	60	0.6577
2016	105	61	0.7779
2016	105	62	0.7342
2016	105	63	0.7243
2016	105	64	0.5023
2016	105	65	0.62
2016	105	66	0.6831
2016	105	67	0.7506
2016	105	68	0.653
2016	105	69	0.4341
2016	105	70	0.5878
2016	105	71	0.7357
2016	105	72	0.618
2016	105	73	0.5267
2016	105	74	0.6906
2016	105	75	0.5289
2352	105	51	0.731
2352	105	52	0.491
2352	105	53	0.5672
2352	105	54	0.6725
2352	105	55	0.6556
2352	105	56	0.637
2352	105	57	0.6013
2352	105	58	0.4839
2352	105	59	0.5478
2352	105	60	0.6235
2352	105	61	0.7187
2352	105	62	0.6712
2352	105	63	0.7229
2352	105	64	0.4847
2352	105	65	0.6149
2352	105	66	0.6554
2352	105	67	0.7327
2352	105	68	0.5959
2352	105	69	0.4132
2352	105	70	0.5416
2352	105	71	0.7231
2352	105	72	0.5937
2352	105	73	0.4844
2352	105	74	0.7052
2352	105	75	0.5178
2688	105	51	0.7287
2688	105	52	0.4485
2688	105	53	0.5304
2688	105	54	0.6534
2688	105	55	0.6257
2688	105	56	0.6232
2688	105	57	0.6038
2688	105	58	0.4414
2688	105	59	0.4922
2688	105	60	0.6204
2688	105	61	0.7078
2688	105	62	0.6561
2688	105	63	0.6894
2688	105	64	0.4741
2688	105	65	0.6079
2688	105	66	0.6525
2688	105	67	0.7074
2688	105	68	0.5728
2688	105	69	0.3794
2688	105	70	0.5313
2688	105	71	0.6817
2688	105	72	0.5902
2688	105	73	0.4736
2688	105	74	0.6907
2688	105	75	0.471
3024	105	51	0.6932
3024	105	52	0.4641
3024	105	53	0.5268
3024	105	54	0.6556
3024	105	55	0.5835
3024	105	56	0.6174
3024	105	57	0.5715
3024	105	58	0.4323
3024	105	59	0.5253
3024	105	60	0.6084
3024	105	61	0.7034
3024	105	62	0.6404
3024	105	63	0.6999
3024	105	64	0.4335
3024	105	65	0.5681
3024	105	66	0.5911
3024	105	67	0.7094
3024	105	68	0.5987
3024	105	69	0.4095
3024	105	70	0.528
3024	105	71	0.6684
3024	105	72	0.5388
3024	105	73	0.4533
3024	105	74	0.6452
3024	105	75	0.4715
3360	105	51	0.7082
3360	105	52	0.4258
3360	105	53	0.4963
3360	105	54	0.6115
3360	105	55	0.5487
3360	105	56	0.6096
3360	105	57	0.5487
3360	105	58	0.411
3360	105	59	0.49
3360	105	60	0.5994
3360	105	61	0.6899
3360	105	62	0.6176
3360	105	63	0.7191
3360	105	64	0.4073
3360	105	65	0.5767
3360	105	66	0.5982
3360	105	67	0.6947
3360	105	68	0.5702
3360	105	69	0.3849
3360	105	70	0.4927
3360	105	71	0.6865
3360	105	72	0.5296
3360	105	73	0.4392
3360	105	74	0.6377
3360	105	75	0.4289
3696	105	51	0.6763
3696	105	52	0.4084
3696	105	53	0.4973
3696	105	54	0.6223
3696	105	55	0.5885
3696	105	56	0.5623
3696	105	57	0.5495
3696	105	58	0.3864
3696	105	59	0.4826
3696	105	60	0.5446
3696	105	61	0.6303
3696	105	62	0.6007
3696	105	63	0.6747
3696	105	64	0.3957
3696	105	65	0.5587
3696	105	66	0.5749
3696	105	67	0.6458
3696	105	68	0.5524
3696	105	69	0.3545
3696	105	70	0.4449
3696	105	71	0.651
3696	105	72	0.4828
3696	105	73	0.4034
3696	105	74	0.629
3696	105	75	0.3967
4032	105	51	0.6632
4032	105	52	0.3677
4032	105	53	0.4905
4032	105	54	0.6195
4032	105	55	0.5781
4032	105	56	0.5607
4032	105	57	0.5263
4032	105	58	0.3693
4032	105	59	0.4571
4032	105	60	0.5527
4032	105	61	0.656
4032	105	62	0.5717
4032	105	63	0.674
4032	105	64	0.3927
4032	105	65	0.5304
4032	105	66	0.5813
4032	105	67	0.6448
4032	105	68	0.52
4032	105	69	0.3589
4032	105	70	0.4608
4032	105	71	0.6115
4032	105	72	0.4626
4032	105	73	0.3674
4032	105	74	0.6407
4032	105	75	0.4025
4368	105	51	0.6797
4368	105	52	0.3922
4368	105	53	0.4474
4368	105	54	0.5819
4368	105	55	0.5627
4368	105	56	0.5213
4368	105	57	0.502
4368	105	58	0.3582
4368	105	59	0.4824
4368	105	60	0.5453
4368	105	61	0.6188
4368	105	62	0.5758
4368	105	63	0.6492
4368	105	64	0.42
4368	105	65	0.5439
4368	105	66	0.5619
4368	105	67	0.6419
4368	105	68	0.5435
4368	105	69	0.3539
4368	105	70	0.4597
4368	105	71	0.6169
4368	105	72	0.4595
4368	105	73	0.3994
4368	105	74	0.6287
4368	105	75	0.3832
4704	105	51	0.6347
4704	105	52	0.4072
4704	105	53	0.4795
4704	105	54	0.5852
4704	105	55	0.5561
4704	105	56	0.5459
4704	105	57	0.4993
4704	105	58	0.3386
4704	105	59	0.4643
4704	105	60	0.5495
4704	105	61	0.6156
4704	105	62	0.5545
4704	105	63	0.6182
4704	105	64	0.3428
4704	105	65	0.5154
4704	105	66	0.57
4704	105	67	0.6594
4704	105	68	0.4803
4704	105	69	0.3331
4704	105	70	0.4121
4704	105	71	0.6138
4704	105	72	0.4695
4704	105	73	0.3528
4704	105	74	0.596
4704	105	75	0.3647
5040	105	51	0.6336
5040	105	52	0.3789
5040	105	53	0.4628
5040	105	54	0.5654
5040	105	55	0.5375
5040	105	56	0.536
5040	105	57	0.5245
5040	105	58	0.3479
5040	105	59	0.4651
5040	105	60	0.4969
5040	105	61	0.6447
5040	105	62	0.5638
5040	105	63	0.6199
5040	105	64	0.3403
5040	105	65	0.501
5040	105	66	0.5378
5040	105	67	0.6088
5040	105	68	0.5002
5040	105	69	0.3392
5040	105	70	0.3538
5040	105	71	0.573
5040	105	72	0.4488
5040	105	73	0.3698
5040	105	74	0.5852
5040	105	75	0.3412
5376	105	51	0.614
5376	105	52	0.3364
5376	105	53	0.4293
5376	105	54	0.5556
5376	105	55	0.5069
5376	105	56	0.5091
5376	105	57	0.5005
5376	105	58	0.3208
5376	105	59	0.4156
5376	105	60	0.4782
5376	105	61	0.6144
5376	105	62	0.5183
5376	105	63	0.6146
5376	105	64	0.3058
5376	105	65	0.5055
5376	105	66	0.5314
5376	105	67	0.6449
5376	105	68	0.4812
5376	105	69	0.3491
5376	105	70	0.3984
5376	105	71	0.5809
5376	105	72	0.4622
5376	105	73	0.3224
5376	105	74	0.578
5376	105	75	0.337
5712	105	51	0.62
5712	105	52	0.3477
5712	105	53	0.4203
5712	105	54	0.5018
5712	105	55	0.5163
5712	105	56	0.5155
5712	105	57	0.4887
5712	105	58	0.2886
5712	105	59	0.4138
5712	105	60	0.4714
5712	105	61	0.6041
5712	105	62	0.4934
5712	105	63	0.6164
5712	105	64	0.3176
5712	105	65	0.4382
5712	105	66	0.5085
5712	105	67	0.6055
5712	105	68	0.4715
5712	105	69	0.3564
5712	105	70	0.374
5712	105	71	0.5424
5712	105	72	0.4273
5712	105	73	0.3139
5712	105	74	0.5836
5712	105	75	0.3329
6048	105	51	0.6346
6048	105	52	0.3357
6048	105	53	0.4108
6048	105	54	0.492
6048	105	55	0.4821
6048	105	56	0.4854
6048	105	57	0.4633
6048	105	58	0.326
6048	105	59	0.408
6048	105	60	0.4325
6048	105	61	0.6065
6048	105	62	0.4877
6048	105	63	0.5877
6048	105	64	0.3174
6048	105	65	0.4683
6048	105	66	0.5025
6048	105	67	0.6176
6048	105	68	0.4848
6048	105	69	0.334
6048	105	70	0.3674
6048	105	71	0.5726
6048	105	72	0.4413
6048	105	73	0.3288
6048	105	74	0.5978
6048	105	75	0.2989
6384	105	51	0.6151
6384	105	52	0.3432
6384	105	53	0.403
6384	105	54	0.5262
6384	105	55	0.5158
6384	105	56	0.5105
6384	105	57	0.49
6384	105	58	0.2891
6384	105	59	0.4079
6384	105	60	0.4757
6384	105	61	0.5725
6384	105	62	0.4886
6384	105	63	0.569
6384	105	64	0.3046
6384	105	65	0.4776
6384	105	66	0.5067
6384	105	67	0.5903
6384	105	68	0.4692
6384	105	69	0.3365
6384	105	70	0.3121
6384	105	71	0.5249
6384	105	72	0.4103
6384	105	73	0.2903
6384	105	74	0.5479
6384	105	75	0.3251
6720	105	51	0.6021
6720	105	52	0.3374
6720	105	53	0.393
6720	105	54	0.5149
6720	105	55	0.447
6720	105	56	0.502
6720	105	57	0.4351
6720	105	58	0.2822
6720	105	59	0.3972
6720	105	60	0.4533
6720	105	61	0.6134
6720	105	62	0.4561
6720	105	63	0.6056
6720	105	64	0.2634
6720	105	65	0.4162
6720	105	66	0.4704
6720	105	67	0.5559
6720	105	68	0.4525
6720	105	69	0.3147
6720	105	70	0.3382
6720	105	71	0.5188
6720	105	72	0.4055
6720	105	73	0.2954
6720	105	74	0.5894
6720	105	75	0.291
7056	105	51	0.5802
7056	105	52	0.3347
7056	105	53	0.4031
7056	105	54	0.5185
7056	105	55	0.482
7056	105	56	0.4698
7056	105	57	0.4728
7056	105	58	0.2788
7056	105	59	0.3787
7056	105	60	0.4488
7056	105	61	0.5801
7056	105	62	0.5024
7056	105	63	0.5918
7056	105	64	0.28
7056	105	65	0.4002
7056	105	66	0.5011
7056	105	67	0.5917
7056	105	68	0.4542
7056	105	69	0.3077
7056	105	70	0.302
7056	105	71	0.5138
7056	105	72	0.4029
7056	105	73	0.3176
7056	105	74	0.5746
7056	105	75	0.3306
7392	105	51	0.5924
7392	105	52	0.3225
7392	105	53	0.3917
7392	105	54	0.4782
7392	105	55	0.4765
7392	105	56	0.454
7392	105	57	0.4357
7392	105	58	0.2967
7392	105	59	0.3737
7392	105	60	0.4077
7392	105	61	0.5572
7392	105	62	0.4942
7392	105	63	0.5547
7392	105	64	0.2683
7392	105	65	0.4228
7392	105	66	0.4698
7392	105	67	0.5753
7392	105	68	0.4382
7392	105	69	0.3127
7392	105	70	0.3156
7392	105	71	0.5437
7392	105	72	0.3523
7392	105	73	0.2804
7392	105	74	0.5626
7392	105	75	0.2717
7728	105	51	0.5891
7728	105	52	0.3356
7728	105	53	0.3822
7728	105	54	0.4976
7728	105	55	0.4237
7728	105	56	0.466
7728	105	57	0.4616
7728	105	58	0.2574
7728	105	59	0.3835
7728	105	60	0.432
7728	105	61	0.559
7728	105	62	0.4597
7728	105	63	0.5653
7728	105	64	0.2873
7728	105	65	0.4363
7728	105	66	0.4795
7728	105	67	0.5581
7728	105	68	0.4297
7728	105	69	0.3276
7728	105	70	0.3136
7728	105	71	0.4987
7728	105	72	0.3706
7728	105	73	0.2365
7728	105	74	0.5488
7728	105	75	0.2597
8064	105	51	0.5722
8064	105	52	0.311
8064	105	53	0.4315
8064	105	54	0.4709
8064	105	55	0.4504
8064	105	56	0.4418
8064	105	57	0.4546
8064	105	58	0.2627
8064	105	59	0.3658
8064	105	60	0.3936
8064	105	61	0.5532
8064	105	62	0.4293
8064	105	63	0.5527
8064	105	64	0.253
8064	105	65	0.4172
8064	105	66	0.4626
8064	105	67	0.5782
8064	105	68	0.4396
8064	105	69	0.3157
8064	105	70	0.2816
8064	105	71	0.4715
8064	105	72	0.3669
8064	105	73	0.2263
8064	105	74	0.5129
8064	105	75	0.2716
8400	105	51	0.5564
8400	105	52	0.3154
8400	105	53	0.3922
8400	105	54	0.4801
8400	105	55	0.4359
8400	105	56	0.4569
8400	105	57	0.425
8400	105	58	0.2693
8400	105	59	0.3527
8400	105	60	0.4121
8400	105	61	0.5488
8400	105	62	0.4503
8400	105	63	0.5514
8400	105	64	0.2781
8400	105	65	0.4242
8400	105	66	0.4836
8400	105	67	0.5449
8400	105	68	0.3982
8400	105	69	0.3285
8400	105	70	0.2829
8400	105	71	0.4526
8400	105	72	0.3588
8400	105	73	0.2667
8400	105	74	0.5366
8400	105	75	0.2629
8736	105	51	0.5657
8736	105	52	0.2915
8736	105	53	0.3857
8736	105	54	0.4414
8736	105	55	0.4444
8736	105	56	0.4084
8736	105	57	0.4474
8736	105	58	0.2438
8736	105	59	0.3824
8736	105	60	0.3674
8736	105	61	0.568
8736	105	62	0.395
8736	105	63	0.5269
8736	105	64	0.2377
8736	105	65	0.4043
8736	105	66	0.4392
8736	105	67	0.5638
8736	105	68	0.3894
8736	105	69	0.2619
8736	105	70	0.2807
8736	105	71	0.465
8736	105	72	0.3537
8736	105	73	0.2606
8736	105	74	0.5022
8736	105	75	0.2721
9072	105	51	0.556
9072	105	52	0.2927
9072	105	53	0.3552
9072	105	54	0.4581
9072	105	55	0.426
9072	105	56	0.4218
9072	105	57	0.4141
9072	105	58	0.2095
9072	105	59	0.3276
9072	105	60	0.3698
9072	105	61	0.5621
9072	105	62	0.435
9072	105	63	0.5182
9072	105	64	0.2611
9072	105	65	0.4212
9072	105	66	0.416
9072	105	67	0.5179
9072	105	68	0.3884
9072	105	69	0.2927
9072	105	70	0.3013
9072	105	71	0.4424
9072	105	72	0.3401
9072	105	73	0.2231
9072	105	74	0.4777
9072	105	75	0.2782
9408	105	51	0.524
9408	105	52	0.3112
9408	105	53	0.3718
9408	105	54	0.4311
9408	105	55	0.4342
9408	105	56	0.4095
9408	105	57	0.4162
9408	105	58	0.2291
9408	105	59	0.3602
9408	105	60	0.3765
9408	105	61	0.5264
9408	105	62	0.4184
9408	105	63	0.5413
9408	105	64	0.2577
9408	105	65	0.3846
9408	105	66	0.4615
9408	105	67	0.5373
9408	105	68	0.4057
9408	105	69	0.276
9408	105	70	0.2791
9408	105	71	0.4448
9408	105	72	0.3497
9408	105	73	0.2275
9408	105	74	0.5048
9408	105	75	0.2294
9744	105	51	0.5334
9744	105	52	0.2871
9744	105	53	0.3703
9744	105	54	0.4293
9744	105	55	0.4004
9744	105	56	0.4085
9744	105	57	0.4026
9744	105	58	0.2226
9744	105	59	0.3229
9744	105	60	0.3588
9744	105	61	0.5386
9744	105	62	0.3939
9744	105	63	0.5152
9744	105	64	0.2153
9744	105	65	0.4013
9744	105	66	0.442
9744	105	67	0.5134
9744	105	68	0.3495
9744	105	69	0.298
9744	105	70	0.2387
9744	105	71	0.4156
9744	105	72	0.3165
9744	105	73	0.267
9744	105	74	0.5126
9744	105	75	0.2385
