Weeks CauseOfFailure.FM1 CauseOfFailure.FM2 CauseOfFailure.FM3 CauseOfFailure.FMOther WeeksInserted WeeksReturned
68.21964001 0 0 0 0 1.780359994 NA
65.36829597 0 0 0 0 4.631704034 NA
28.82684888 0 0 0 0 41.17315112 NA
67.55995705 0 0 0 0 2.440042945 NA
39.20243482 0 0 0 0 30.79756518 NA
42.29913408 0 0 0 0 27.70086592 NA
0.345668944 0 1 0 0 38.18122518 38.52689412
63.85829066 0 0 0 0 6.141709338 NA
58.01584711 0 0 0 0 11.98415289 NA
24.82830768 0 0 0 0 45.17169232 NA
59.60827203 0 0 0 0 10.39172797 NA
25.05988608 0 0 0 0 44.94011392 NA
20.28379242 0 0 0 0 49.71620758 NA
37.1665466 0 0 0 0 32.8334534 NA
29.52419826 0 0 0 0 40.47580174 NA
52.42145684 0 0 0 0 17.57854316 NA
67.10224142 0 0 0 0 2.897758584 NA
47.74393302 0 0 0 0 22.25606698 NA
41.84931539 0 0 0 0 28.15068461 NA
46.23919121 0 0 0 0 23.76080879 NA
27.39355123 0 0 0 0 42.60644877 NA
43.6091733 0 0 0 0 26.3908267 NA
67.98807149 0 0 0 0 2.011928509 NA
51.39172327 0 0 0 0 18.60827673 NA
65.3897086 0 0 0 0 4.610291403 NA
66.57745905 0 0 0 0 3.42254095 NA
69.35169833 0 0 0 0 0.648301665 NA
68.9380189 0 0 0 0 1.061981102 NA
63.2921585 0 0 0 0 6.707841496 NA
49.61834886 0 0 0 0 20.38165114 NA
28.67269016 0 0 0 0 41.32730984 NA
35.0735767 0 0 0 0 34.9264233 NA
35.36031881 0 0 0 0 34.63968119 NA
65.17623276 0 0 0 0 4.823767242 NA
32.14446467 0 0 0 0 37.85553533 NA
44.72434614 0 0 0 0 25.27565386 NA
58.7837227 0 1 0 0 4.864007654 63.64773035
26.30722845 0 0 0 0 43.69277155 NA
50.10873999 0 0 0 0 19.89126001 NA
65.57402335 0 0 0 0 4.425976647 NA
47.37155668 0 0 0 0 22.62844332 NA
30.77691845 0 0 0 0 39.22308155 NA
69.45065206 0 0 0 0 0.549347943 NA
27.67583083 0 0 0 0 42.32416917 NA
52.93409322 0 0 0 0 17.06590678 NA
35.48883978 0 0 0 0 34.51116022 NA
26.82401393 0 0 0 0 43.17598607 NA
37.92454546 0 0 1 0 5.642450671 43.56699613
2.935483566 0 0 1 0 41.43457297 44.37005654
54.9940089 0 0 0 0 15.0059911 NA
39.5039078 0 0 0 0 30.4960922 NA
36.44876981 0 0 0 0 33.55123019 NA
37.63761367 0 0 0 0 32.36238633 NA
43.81104382 0 0 0 0 26.18895618 NA
50.79438449 0 0 0 0 19.20561551 NA
40.82806133 0 0 0 0 29.17193867 NA
52.44082937 0 0 0 0 17.55917063 NA
27.59066779 0 0 0 0 42.40933221 NA
44.69421062 0 0 0 0 25.30578938 NA
33.521857 0 0 0 0 36.478143 NA
48.8658185 0 0 0 0 21.1341815 NA
42.28589806 0 0 0 0 27.71410194 NA
0.650000258 0 0 1 0 7.119546109 7.769546367
21.13085868 0 0 0 0 48.86914132 NA
33.24239096 0 0 0 0 36.75760904 NA
47.29393926 0 0 0 0 22.70606074 NA
45.26674451 0 0 0 0 24.73325549 NA
40.77990992 0 0 0 0 29.22009008 NA
40.06611237 0 0 0 0 29.93388763 NA
30.50286765 0 0 0 0 39.49713235 NA
34.26730643 0 0 0 0 35.73269357 NA
68.2660339 0 0 0 0 1.733966102 NA
30.12693405 0 0 0 0 39.87306595 NA
23.25965422 0 0 0 0 46.74034578 NA
38.83929328 0 0 0 0 31.16070672 NA
35.38877891 0 0 1 0 12.19680444 47.58558335
50.19604767 0 0 0 0 19.80395233 NA
30.39881303 0 0 0 0 39.60118697 NA
41.61660949 0 0 0 0 28.38339051 NA
21.84156039 0 0 0 0 48.15843961 NA
30.35873245 0 0 0 0 39.64126755 NA
23.89832358 0 0 0 0 46.10167642 NA
22.42914396 0 0 0 0 47.57085604 NA
42.61033051 0 0 0 0 27.38966949 NA
21.45920852 0 0 0 0 48.54079148 NA
52.90221463 0 0 0 0 17.09778537 NA
47.10230657 0 0 0 0 22.89769343 NA
60.03536737 0 0 0 0 9.964632627 NA
14.23906632 0 0 1 0 11.26896148 25.5080278
42.58520883 0 0 0 0 27.41479117 NA
55.26340736 0 0 0 0 14.73659264 NA
66.09751537 0 0 0 0 3.902484628 NA
41.17204778 0 0 0 0 28.82795222 NA
61.30669764 0 1 0 0 8.643947076 69.95064471
41.96118643 0 0 0 0 28.03881357 NA
47.46215302 0 0 0 0 22.53784698 NA
57.44603727 0 0 0 0 12.55396273 NA
25.20769351 0 0 0 0 44.79230649 NA
43.24465164 0 0 0 0 26.75534836 NA
45.89765046 0 0 0 0 24.10234954 NA
45.15853706 0 0 0 0 24.84146294 NA
27.50535961 0 0 0 0 42.49464039 NA
32.8350187 0 0 0 0 37.1649813 NA
68.49852732 0 0 0 0 1.501472679 NA
27.94686588 0 0 0 0 42.05313412 NA
62.46207535 0 0 0 0 7.53792465 NA
48.667241 0 0 0 0 21.332759 NA
69.82585004 0 0 0 0 0.174149964 NA
20.51945132 0 0 0 0 49.48054868 NA
31.63393393 0 0 0 0 38.36606607 NA
53.81023708 0 0 0 0 16.18976292 NA
29.44597756 0 0 0 0 40.55402244 NA
69.04932843 0 0 0 0 0.950671569 NA
20.36340517 0 0 0 0 49.63659483 NA
59.70699303 0 0 0 0 10.29300697 NA
67.63608893 0 0 0 0 2.363911073 NA
30.20716128 0 0 0 0 39.79283872 NA
38.27834981 0 0 0 0 31.72165019 NA
43.06624736 0 0 0 0 26.93375264 NA
46.3469076 0 0 0 0 23.6530924 NA
60.73559354 0 0 0 0 9.264406457 NA
53.444238 0 0 0 0 16.555762 NA
42.19515881 0 0 0 0 27.80484119 NA
21.78083599 0 0 0 0 48.21916401 NA
38.78252673 0 0 0 0 31.21747327 NA
55.22911993 0 0 0 0 14.77088007 NA
25.40064101 0 0 0 0 44.59935899 NA
65.28955423 0 0 0 0 4.710445774 NA
43.66332709 0 0 0 0 26.33667291 NA
20.62088411 0 0 0 0 49.37911589 NA
23.9708278 0 0 0 0 46.0291722 NA
5.785241911 0 0 1 0 26.01196641 31.79720832
37.21855107 0 0 0 0 32.78144893 NA
50.22386641 0 0 0 0 19.77613359 NA
31.7875625 0 0 0 0 38.2124375 NA
43.23872119 0 0 0 0 26.76127881 NA
28.22422444 0 0 0 0 41.77577556 NA
21.2023857 0 0 0 0 48.7976143 NA
69.93893119 0 0 0 0 0.061068812 NA
53.81222838 0 0 0 0 16.18777162 NA
51.88655582 0 0 0 0 18.11344418 NA
36.43486533 0 0 0 0 33.56513467 NA
33.5998708 0 0 0 0 36.4001292 NA
56.56846047 0 0 0 0 13.43153953 NA
59.73024299 0 0 0 0 10.26975701 NA
48.85449999 0 0 0 0 21.14550001 NA
30.02698283 0 0 0 0 39.97301717 NA
60.47334645 0 0 0 0 9.526653553 NA
50.34359897 0 0 0 0 19.65640103 NA
68.59142693 0 0 0 0 1.408573065 NA
56.30213828 0 0 0 0 13.69786172 NA
35.99796523 0 0 0 0 34.00203477 NA
21.08703038 0 0 0 0 48.91296962 NA
41.75472816 0 0 0 0 28.24527184 NA
50.63291127 0 0 0 0 19.36708873 NA
53.27221309 0 0 0 0 16.72778691 NA
40.24802952 0 0 0 0 29.75197048 NA
32.27158852 0 0 0 0 37.72841148 NA
53.7504542 0 0 0 0 16.2495458 NA
20.62005175 0 0 0 0 49.37994825 NA
51.44615203 0 0 0 0 18.55384797 NA
43.3037277 0 0 0 0 26.6962723 NA
33.89175353 0 0 0 0 36.10824647 NA
68.2179526 0 0 0 0 1.782047399 NA
38.01331386 0 0 0 0 31.98668614 NA
61.53543159 0 0 0 0 8.464568411 NA
32.97868626 0 0 0 0 37.02131374 NA
14.06963855 0 1 0 0 30.68695716 44.75659571
59.89879868 0 0 0 0 10.10120132 NA
36.34285174 0 0 0 0 33.65714826 NA
61.99637842 0 0 0 0 8.003621583 NA
21.70330885 0 0 0 0 48.29669115 NA
63.31834506 0 0 0 0 6.68165494 NA
65.99686585 0 0 0 0 4.003134149 NA
31.04556152 0 0 0 0 38.95443848 NA
48.31789268 0 0 0 0 21.68210732 NA
54.3260317 0 0 0 0 15.6739683 NA
29.73068801 0 0 0 0 40.26931199 NA
50.33489625 0 0 0 0 19.66510375 NA
52.15019575 0 0 0 0 17.84980425 NA
27.44735767 0 0 0 0 42.55264233 NA
33.79935374 0 0 0 0 36.20064626 NA
60.83663215 0 0 0 0 9.163367853 NA
20.76048849 0 0 0 0 49.23951151 NA
31.51148007 0 0 0 0 38.48851993 NA
65.0438645 0 0 0 0 4.956135503 NA
51.71903854 0 0 0 0 18.28096146 NA
51.79926827 0 0 0 0 18.20073173 NA
24.74888117 0 0 0 0 45.25111883 NA
66.47718403 0 0 0 0 3.522815974 NA
28.37567156 0 0 0 0 41.62432844 NA
54.56432172 0 0 0 0 15.43567828 NA
51.17262714 0 0 0 0 18.82737286 NA
44.90345844 0 0 0 0 25.09654156 NA
47.12277381 0 0 0 0 22.87722619 NA
45.18378368 0 0 0 0 24.81621632 NA
29.22903712 0 0 0 0 40.77096288 NA
61.69562251 0 0 0 0 8.304377494 NA
38.63471232 0 0 0 0 31.36528768 NA
46.506301 0 0 0 0 23.493699 NA
60.47669537 0 0 0 0 9.523304633 NA
32.90051428 0 0 0 0 37.09948572 NA
33.07255063 0 0 0 0 36.92744937 NA
69.16493804 0 0 0 0 0.835061958 NA
61.17862984 0 0 0 0 8.821370162 NA
24.16628767 0 0 0 0 45.83371233 NA
50.50772967 0 0 0 0 19.49227033 NA
41.19193367 0 0 0 0 28.80806633 NA
39.72107727 0 0 0 0 30.27892273 NA
21.80998427 0 0 0 0 48.19001573 NA
59.76058377 0 0 0 0 10.23941623 NA
27.6485911 0 0 0 0 42.3514089 NA
44.78533154 0 0 0 0 25.21466846 NA
21.64674015 0 0 0 0 48.35325985 NA
41.85537958 0 0 0 0 28.14462042 NA
53.25346916 0 0 0 0 16.74653084 NA
16.60902343 0 1 0 0 30.28538638 46.89440981
67.10697976 0 0 0 0 2.893020236 NA
48.7695493 0 0 0 0 21.2304507 NA
64.8138299 0 0 0 0 5.186170095 NA
28.53816539 0 0 0 0 41.46183461 NA
62.37029171 0 0 0 0 7.629708294 NA
44.22112456 0 0 0 0 25.77887544 NA
31.95219029 0 0 0 0 38.04780971 NA
38.37237206 0 0 0 0 31.62762794 NA
58.31716627 0 0 0 0 11.68283373 NA
66.61477897 0 0 0 0 3.385221027 NA
66.49114942 0 0 0 0 3.508850583 NA
60.61051266 0 0 0 0 9.38948734 NA
20.0225688 0 0 0 0 49.9774312 NA
66.00242146 0 0 0 0 3.997578542 NA
64.29731924 0 0 0 0 5.702680757 NA
67.93634617 0 0 0 0 2.063653828 NA
27.66520291 0 0 0 0 42.33479709 NA
64.73794152 0 0 0 0 5.262058484 NA
39.08703704 0 0 0 0 30.91296296 NA
36.75444352 0 0 0 0 33.24555648 NA
56.00172297 0 0 0 0 13.99827703 NA
46.19512705 0 0 0 0 23.80487295 NA
37.2917932 0 0 0 0 32.7082068 NA
25.64008708 0 0 0 0 44.35991292 NA
37.67430519 0 0 0 0 32.32569481 NA
66.93496875 0 0 0 0 3.065031255 NA
49.10374914 0 0 0 0 20.89625086 NA
56.29407462 0 0 0 0 13.70592538 NA
33.65765431 0 0 0 0 36.34234569 NA
30.24698879 0 0 0 0 39.75301121 NA
29.45642851 0 0 0 0 40.54357149 NA
0.096901562 0 0 1 0 41.0055483 41.10244986
24.85735806 0 0 0 0 45.14264194 NA
54.3639499 0 0 0 0 15.6360501 NA
23.49058339 0 0 0 0 46.50941661 NA
54.86904756 0 0 0 0 15.13095244 NA
38.43598245 0 0 0 0 31.56401755 NA
43.19270564 0 0 0 0 26.80729436 NA
54.61363 0 0 0 0 15.38637 NA
50.82540837 0 0 0 0 19.17459163 NA
48.11649223 0 0 0 0 21.88350777 NA
47.54325391 0 0 0 0 22.45674609 NA
50.68622717 0 0 0 0 19.31377283 NA
21.10851703 0 0 0 0 48.89148297 NA
53.98418105 0 1 0 0 13.39382272 67.37800377
38.17588141 0 0 0 0 31.82411859 NA
20.52372931 0 0 0 0 49.47627069 NA
28.6075173 0 0 0 1 3.350237873 31.95775518
61.69690363 0 0 0 0 8.303096367 NA
44.09378639 0 0 0 0 25.90621361 NA
47.35601166 0 0 0 0 22.64398834 NA
61.69183578 0 0 0 0 8.308164217 NA
46.67805162 0 0 0 0 23.32194838 NA
65.44011501 0 0 0 0 4.559884989 NA
24.29524427 0 0 0 0 45.70475573 NA
29.93717135 0 0 0 0 40.06282865 NA
39.91022015 0 0 0 0 30.08977985 NA
36.17478023 0 0 0 0 33.82521977 NA
45.82661184 0 0 0 0 24.17338816 NA
32.08329503 0 0 0 0 37.91670497 NA
37.60673909 0 0 0 0 32.39326091 NA
39.43586293 0 0 0 0 30.56413707 NA
66.38869088 0 0 0 0 3.611309116 NA
23.40717171 0 0 0 0 46.59282829 NA
49.88894727 0 0 0 0 20.11105273 NA
43.3332393 0 0 0 0 26.6667607 NA
0.099752468 0 0 1 0 19.50863029 19.60838276
46.24114006 0 0 0 0 23.75885994 NA
54.93342886 0 0 0 0 15.06657114 NA
28.64813677 0 0 0 0 41.35186323 NA
37.08693708 0 0 0 0 32.91306292 NA
58.31626046 0 0 0 0 11.68373954 NA
30.02612771 0 0 0 0 39.97387229 NA
43.26195869 0 0 0 0 26.73804131 NA
32.64433713 0 0 0 0 37.35566287 NA
37.38459812 0 0 0 0 32.61540188 NA
32.74422118 0 0 0 0 37.25577882 NA
27.83872029 0 0 0 0 42.16127971 NA
20.93769341 0 0 0 0 49.06230659 NA
20.34299014 0 0 0 0 49.65700986 NA
30.31576329 0 0 0 0 39.68423671 NA
42.58053678 0 0 0 0 27.41946322 NA
54.23584898 0 0 0 0 15.76415102 NA
2.699617729 0 1 0 0 25.8681013 28.56771903
25.60471903 0 0 0 0 44.39528097 NA
47.35244751 0 0 0 0 22.64755249 NA
20.04628616 0 0 0 0 49.95371384 NA
56.47862868 0 0 0 0 13.52137132 NA
44.70919008 0 0 0 0 25.29080992 NA
30.88358318 0 0 0 0 39.11641682 NA
38.37741669 0 0 0 0 31.62258331 NA
27.49448859 0 0 0 0 42.50551141 NA
68.83703158 0 0 0 0 1.162968425 NA
23.77478688 0 0 0 0 46.22521312 NA
65.94840017 0 0 0 0 4.051599826 NA
61.97522053 0 0 0 0 8.024779474 NA
32.03096205 0 0 0 0 37.96903795 NA
68.35970744 0 0 0 0 1.64029256 NA
45.39518219 0 0 0 0 24.60481781 NA
65.58986076 0 0 0 0 4.410139238 NA
51.17926499 0 0 0 0 18.82073501 NA
26.07248634 0 0 0 0 43.92751366 NA
14.88110924 0 1 0 0 11.8094365 26.69054574
49.50694526 0 0 0 0 20.49305474 NA
49.99827897 0 0 0 0 20.00172103 NA
66.95564834 0 0 0 0 3.044351656 NA
55.9455063 0 0 0 0 14.0544937 NA
24.03765438 0 0 0 0 45.96234562 NA
54.80508439 0 0 0 0 15.19491561 NA
28.02890302 0 0 0 0 41.97109698 NA
29.68212872 0 0 0 0 40.31787128 NA
43.89097657 0 0 0 0 26.10902343 NA
38.88982381 0 0 0 0 31.11017619 NA
46.07412864 0 0 0 0 23.92587136 NA
20.39564322 0 0 0 0 49.60435678 NA
49.64275297 0 0 0 0 20.35724703 NA
56.51292358 0 0 0 0 13.48707642 NA
55.02279902 0 0 0 0 14.97720098 NA
55.55132774 1 0 0 0 10.52363742 66.07496516
49.51461106 0 0 0 0 20.48538894 NA
65.94801223 0 0 0 0 4.051987769 NA
28.30361519 0 0 0 0 41.69638481 NA
29.46555663 0 0 0 0 40.53444337 NA
58.45941266 0 0 0 0 11.54058734 NA
31.19808344 0 0 0 0 38.80191656 NA
28.85476781 0 0 0 0 41.14523219 NA
35.12655239 0 0 0 0 34.87344761 NA
45.34395929 0 0 0 0 24.65604071 NA
40.97073055 0 0 0 0 29.02926945 NA
66.52983678 0 0 0 0 3.470163222 NA
23.66535654 0 0 0 0 46.33464346 NA
62.36863666 0 0 0 0 7.631363336 NA
54.55427913 0 0 0 0 15.44572087 NA
54.1419532 0 0 0 0 15.8580468 NA
37.41745484 0 0 0 0 32.58254516 NA
49.68473302 0 0 0 0 20.31526698 NA
64.76956677 0 0 0 0 5.230433226 NA
31.53362528 0 0 0 0 38.46637472 NA
45.57776155 0 0 0 0 24.42223845 NA
33.18201291 0 0 0 0 36.81798709 NA
48.71095242 0 0 0 0 21.28904758 NA
25.01623646 0 0 0 0 44.98376354 NA
30.31095384 0 0 0 0 39.68904616 NA
57.86997548 0 0 0 0 12.13002452 NA
30.1517278 0 0 0 0 39.8482722 NA
27.57162183 0 0 0 0 42.42837817 NA
54.84993558 0 0 0 0 15.15006442 NA
22.9824955 0 0 0 0 47.0175045 NA
39.63106971 0 0 0 0 30.36893029 NA
56.95639003 0 0 0 0 13.04360997 NA
37.27932069 0 0 0 0 32.72067931 NA
24.57759541 0 0 0 0 45.42240459 NA
49.60353716 0 0 0 0 20.39646284 NA
64.38312619 0 0 0 0 5.616873805 NA
39.45485629 0 0 0 0 30.54514371 NA
53.85343341 0 0 0 0 16.14656659 NA
68.57379593 0 0 0 0 1.426204073 NA
39.42942134 1 0 0 0 11.16757788 50.59699921
49.6745797 0 0 0 0 20.3254203 NA
51.11669314 0 0 0 0 18.88330686 NA
67.83527574 0 0 0 0 2.16472426 NA
52.83870483 0 0 0 0 17.16129517 NA
49.49628681 0 0 0 0 20.50371319 NA
60.55338755 1 0 0 0 1.492508966 62.04589652
50.45412834 0 0 0 0 19.54587166 NA
51.14364207 0 0 0 0 18.85635793 NA
46.91669721 0 0 0 0 23.08330279 NA
53.48881027 0 0 0 0 16.51118973 NA
14.29390566 0 0 1 0 43.06959736 57.36350301
24.07934198 0 0 0 0 45.92065802 NA
31.3093357 0 0 0 0 38.6906643 NA
26.87574844 0 0 0 0 43.12425156 NA
34.20871222 0 0 0 0 35.79128778 NA
45.34961088 0 0 0 0 24.65038912 NA
50.74855047 0 0 0 0 19.25144953 NA
0.119735151 0 0 1 0 24.59305528 24.71279043
56.55778625 0 0 0 0 13.44221375 NA
42.22608712 0 0 0 0 27.77391288 NA
69.21026555 0 0 0 0 0.789734453 NA
34.6909053 0 0 0 0 35.3090947 NA
64.30744107 0 0 0 0 5.692558934 NA
34.51705152 0 0 0 0 35.48294848 NA
68.22647037 0 0 0 0 1.773529628 NA
36.19436342 0 0 0 0 33.80563658 NA
45.40895953 0 0 0 0 24.59104047 NA
40.35850869 0 0 0 0 29.64149131 NA
32.33151493 0 0 0 0 37.66848507 NA
41.12974764 0 0 0 0 28.87025236 NA
48.94647369 0 0 0 0 21.05352631 NA
41.3160813 0 0 0 0 28.6839187 NA
3.888972891 0 1 0 0 10.76240996 14.65138285
30.63477059 0 0 0 0 39.36522941 NA
34.37735955 0 0 0 0 35.62264045 NA
36.30394243 0 0 0 0 33.69605757 NA
46.05476381 0 0 1 0 23.65361457 69.70837838
69.34692337 0 0 0 0 0.653076626 NA
46.67728896 0 0 0 0 23.32271104 NA
20.78647743 0 0 0 0 49.21352257 NA
66.30608079 0 0 0 0 3.69391921 NA
29.70639508 0 0 0 0 40.29360492 NA
21.43665292 0 0 0 0 48.56334708 NA
67.93462154 0 0 0 0 2.065378462 NA
41.59741605 0 0 1 0 20.9608752 62.55829125
47.53756131 0 0 0 0 22.46243869 NA
1.07e-05 0 0 1 0 49.76552634 49.765537
41.04705651 0 0 0 0 28.95294349 NA
60.18012937 0 0 0 0 9.819870628 NA
47.85812473 0 1 0 0 11.64840402 59.50652875
59.35132837 0 0 0 0 10.64867163 NA
35.02921225 0 0 0 0 34.97078775 NA
39.72872587 0 0 0 0 30.27127413 NA
28.07453247 0 0 0 0 41.92546753 NA
60.46591577 0 0 0 0 9.534084226 NA
40.99805257 0 0 0 0 29.00194743 NA
43.01842914 0 0 0 0 26.98157086 NA
34.76805971 0 0 0 0 35.23194029 NA
0.000801902 0 0 1 0 45.70412625 45.70492816
43.2100875 0 0 0 1 9.154009214 52.36409671
53.57400125 0 0 0 0 16.42599875 NA
30.26939158 0 0 0 0 39.73060842 NA
39.20709588 0 0 0 0 30.79290412 NA
29.64867396 0 0 0 0 40.35132604 NA
59.02021497 0 0 0 0 10.97978503 NA
56.69125009 0 0 0 0 13.30874991 NA
41.21255924 0 0 0 0 28.78744076 NA
69.36818186 0 0 0 0 0.63181814 NA
52.73935723 0 0 0 0 17.26064277 NA
24.22763816 0 0 0 0 45.77236184 NA
33.05902607 0 0 0 0 36.94097393 NA
29.15862765 0 0 0 0 40.84137235 NA
43.73693356 0 0 0 0 26.26306644 NA
21.29744954 0 0 0 0 48.70255046 NA
48.88727537 0 0 0 0 21.11272463 NA
55.6924803 0 0 0 0 14.3075197 NA
1.59e-05 0 0 1 0 15.23667754 15.23669343
66.4134131 0 0 0 0 3.586586902 NA
21.58128957 0 0 0 0 48.41871043 NA
50.16275205 0 0 0 0 19.83724795 NA
23.68853202 0 0 0 0 46.31146798 NA
62.21676928 0 0 0 0 7.78323072 NA
23.00638956 0 0 0 0 46.99361044 NA
21.86327404 0 0 0 0 48.13672596 NA
45.49525652 0 0 0 0 24.50474348 NA
29.64627139 0 0 0 0 40.35372861 NA
62.16436974 0 0 0 0 7.835630258 NA
35.63609858 0 0 0 0 34.36390142 NA
61.22333669 0 0 0 0 8.776663314 NA
61.75221336 0 0 0 0 8.247786644 NA
32.15823184 0 0 0 0 37.84176816 NA
57.68362832 0 0 0 0 12.31637168 NA
55.12538957 0 0 0 0 14.87461043 NA
40.46447872 0 0 0 0 29.53552128 NA
26.69276105 0 0 0 0 43.30723895 NA
42.1401916 0 0 0 0 27.8598084 NA
32.97030061 0 0 0 0 37.02969939 NA
35.44496265 0 0 0 0 34.55503735 NA
40.36198409 0 0 0 0 29.63801591 NA
62.25288826 0 0 0 0 7.747111737 NA
48.21168686 0 0 0 0 21.78831314 NA
35.14660261 0 0 0 0 34.85339739 NA
21.08117607 0 0 0 0 48.91882393 NA
40.13319487 0 0 0 0 29.86680513 NA
44.30400703 0 0 0 0 25.69599297 NA
44.46681703 0 0 0 0 25.53318297 NA
20.71083914 0 0 0 0 49.28916086 NA
25.28893564 0 0 0 0 44.71106436 NA
39.68096702 0 0 0 0 30.31903298 NA
25.51210694 0 0 0 0 44.48789306 NA
31.25421571 0 0 0 0 38.74578429 NA
28.60634663 0 0 0 0 41.39365337 NA
64.18280823 0 0 0 0 5.817191768 NA
18.61787007 1 0 0 0 6.822272786 25.44014285
45.95683138 0 0 0 0 24.04316862 NA
35.70125122 0 0 0 0 34.29874878 NA
62.49882374 0 0 0 0 7.501176256 NA
51.81881944 0 0 0 0 18.18118056 NA
49.56784407 0 0 0 0 20.43215593 NA
63.60972954 0 0 0 0 6.390270463 NA
37.8289689 0 0 0 0 32.1710311 NA
23.75742184 0 0 0 0 46.24257816 NA
65.0504672 0 0 0 0 4.949532798 NA
23.51484164 0 0 0 0 46.48515836 NA
57.57106487 0 0 0 0 12.42893513 NA
59.72929354 0 0 0 0 10.27070646 NA
20.07692023 0 0 1 0 8.27734716 28.35426739
30.36343274 0 0 0 0 39.63656726 NA
26.89591109 0 0 0 0 43.10408891 NA
49.43006756 0 0 0 0 20.56993244 NA
20.5704721 0 0 0 0 49.4295279 NA
36.23163508 0 0 0 0 33.76836492 NA
54.92381785 0 0 0 0 15.07618215 NA
27.07040494 0 0 0 0 42.92959506 NA
26.61234139 0 0 0 0 43.38765861 NA
48.02722964 0 0 0 0 21.97277036 NA
63.88912558 0 0 0 0 6.110874424 NA
3.16e-05 0 0 1 0 24.55341277 24.55344438
52.10969553 0 0 0 0 17.89030447 NA
37.53398411 0 0 0 0 32.46601589 NA
61.66410574 0 0 0 0 8.335894265 NA
22.21090692 0 0 0 0 47.78909308 NA
30.56142549 0 0 0 0 39.43857451 NA
61.54256614 0 0 0 0 8.457433863 NA
21.99141223 0 0 0 0 48.00858777 NA
23.0765005 0 0 0 0 46.9234995 NA
39.35481101 0 0 0 0 30.64518899 NA
60.78178172 0 0 0 0 9.218218282 NA
24.39643618 0 0 0 0 45.60356382 NA
53.09981676 0 0 0 0 16.90018324 NA
66.37513022 0 0 0 0 3.624869778 NA
42.86523168 0 0 0 0 27.13476832 NA
22.49283663 0 0 0 0 47.50716337 NA
54.02804105 0 0 0 0 15.97195895 NA
40.92449232 0 0 0 0 29.07550768 NA
23.98004595 0 0 0 0 46.01995405 NA
